Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,Channel
917.5810076,996.1428021,1020.600192,960.1936703,917.5636772,1302.416131,3
1235.634087,614.7449616,1137.14272,634.9889763,898.1449137,1188.31898,1
1249.203285,614.7562692,911.8922024,478.2440615,698.6041994,897.7942507,0
892.6126526,936.9996748,865.1574553,931.591351,996.0173251,1253.859749,1
1068.187836,1006.303458,870.2202126,905.5247147,1013.085198,799.6900436,1
1318.102807,709.5034157,1177.360979,732.7019981,1049.165145,950.9146929,0
563.895018,1284.11468,671.0295186,1338.42853,1273.19512,1354.273225,3
602.5333663,817.5565831,365.5040936,520.1302098,263.3621538,1429.42239,0
973.6807684,1003.964665,899.7021723,973.1170668,1059.686106,1041.907817,1
882.1574055,1187.721944,991.5342792,973.4839384,695.0050469,1114.359073,2
1403.929861,378.6007814,1048.755366,413.436731,909.7943857,1000.235289,0
881.2893594,1245.537048,1529.442571,1239.85061,891.9234782,1661.20564,3
1119.951809,856.6532906,1166.078627,907.4995335,1075.387037,1196.760943,0
856.0671786,1078.252425,831.1377002,936.383261,818.6580685,1123.083328,2
1089.504543,755.2727055,842.3762423,653.3325915,803.6426307,1005.956791,0
1098.983383,919.3821237,984.961411,760.1424064,761.1590759,952.870572,2
1552.644248,556.649834,1282.698756,569.145531,1032.991979,739.0352193,1
1362.197699,723.5496237,1626.704459,640.3481993,604.5213479,1325.821213,3
568.736279,955.2092191,442.803331,1045.397484,1172.739341,1466.171806,3
1347.813196,784.0696937,1188.264448,852.4844653,1241.997532,819.9360517,1
895.4305044,955.6723941,842.2064461,983.9359779,1104.347111,1204.656319,1
1323.869563,967.402485,1421.344635,1056.493837,1305.366578,922.7534255,2
1040.36666,674.3594305,815.0832803,507.2871041,552.4841194,1165.572658,0
938.0976342,949.6323179,766.6546131,822.4543438,840.5448973,1023.762529,2
969.6019168,1094.689911,986.0450047,1208.503899,1411.189038,1056.430622,3
835.6539741,1026.933107,862.9296979,1133.001449,1276.916083,1281.350153,3
1239.865869,1167.736843,1328.889642,1087.564494,1103.476525,759.2506357,2
915.5854512,788.6635025,910.2375276,863.8987055,1024.572276,1428.615141,3
1255.557941,524.9739026,889.2441518,525.1177895,931.6520011,972.5934454,1
1317.667315,539.2450422,1248.387205,481.5709328,664.038372,1214.142024,0
1096.606161,1022.98808,1173.005473,1157.131289,1394.025101,1074.415355,3
1077.714258,809.9101465,1099.323054,892.2441579,1099.616138,1268.553705,1
734.3773991,1110.718954,851.7510381,1063.346424,933.0432187,1376.399522,2
930.8786737,1107.536856,819.2391184,860.3490536,691.6379218,908.5946904,2
1247.752009,854.0823843,1194.066017,950.162155,1274.456953,962.7797268,1
1715.36579,237.8667662,1211.347931,130.9447707,654.493408,662.4584584,1
1214.295761,717.9346422,1059.633345,728.4836139,1002.648714,1031.563419,0
732.8338215,966.7803286,625.7412543,1044.964458,1201.826014,1304.33631,1
1150.637636,857.931526,1168.195019,776.6800208,813.1298183,1120.582149,2
1103.824347,640.1810239,479.7138508,863.4864316,1635.106602,735.3910789,0
879.0883381,906.8235294,547.3174302,897.576698,1133.243786,966.7924288,1
571.7546157,1345.271167,744.8698454,1436.512046,1377.421905,1353.272967,3
976.0662543,947.7151728,959.4607538,999.4215627,1153.86533,1173.181049,1
1175.997392,642.1347069,861.1735906,500.464001,675.7826286,966.4163321,0
661.4462144,1264.253458,672.565145,1066.58935,789.0030834,1148.340527,2
1318.700437,928.1240169,1343.394346,1055.767096,1393.347613,895.6738308,2
1151.740084,541.5192039,810.9868509,744.7633311,1344.501697,1106.85708,2
1232.424807,860.7172219,1132.32437,955.1850352,1299.530094,919.8841465,2
1229.074915,808.2424622,1216.281368,870.811956,1125.902838,1075.455186,2
1223.664178,892.7090337,967.8739176,884.8374083,1194.146985,712.5802264,1
1273.138839,669.168586,1471.247869,572.6792649,531.7051497,1404.218882,3
1154.565406,705.9649635,835.8284498,791.1942841,1231.994419,932.660288,0
1097.033523,715.3184109,860.7771034,599.7602729,731.1165593,1053.890344,0
1147.807213,727.2733654,860.6547355,785.5993784,1172.514163,947.9474176,0
1223.521907,772.3624902,1145.346514,859.9277238,1182.849201,1051.867857,2
1219.705608,1071.587967,1169.465902,1068.278682,1254.844033,741.860586,2
831.3895652,986.384395,885.6454877,1117.655697,1275.765276,1363.244734,3
1141.00545,993.261728,1351.270891,1211.759374,1486.926448,1216.983277,1
695.5338785,912.606096,824.0228702,985.6284305,986.4876607,1662.068069,3
634.829607,989.8308648,632.0061132,1049.387008,1088.570032,1491.981136,3
1286.573795,1106.515927,1464.147849,1069.083336,1101.804037,881.3213801,2
827.8149922,1126.335693,839.0932358,1240.338372,1397.416552,1160.73819,3
964.4583722,954.8271306,819.4399032,930.3082702,1064.812626,1029.104146,1
1380.485845,741.8108845,1416.906856,650.1297266,744.2241993,1035.011098,0
999.4343755,935.1945731,874.9830342,919.3569918,1064.588279,1038.663883,1
1136.171017,752.9466298,788.8913675,641.2272223,854.6878473,849.6907104,2
1264.857996,979.3006613,1353.648008,991.8159506,1133.564184,953.5464493,2
1136.458201,732.2442178,1136.253491,739.9108599,892.7923146,1264.91927,0
1490.982347,446.5062842,1076.322924,357.1332206,766.6780148,757.9859632,1
1163.831147,892.8964074,1242.628012,791.6628617,771.3536479,1133.250241,2
1094.538849,776.9199877,1224.129341,697.7298562,654.2114712,1392.619531,3
1302.093648,660.3591619,1119.398675,660.7387797,970.6958972,974.450609,1
1312.798126,728.2866265,1246.156917,818.7032461,1169.788608,1022.719433,1
1203.787962,831.9668744,953.3359831,641.4518084,723.5310956,790.8007791,2
1247.68096,912.5465509,1373.398977,898.5106593,982.9177859,1084.466268,2
1025.294889,646.4844892,597.3260062,393.7563601,451.4298445,981.9019513,0
1098.418372,591.2225651,409.7859354,838.8425281,1677.432415,727.244576,0
1029.392952,985.6119927,1445.381139,941.0660807,741.6395019,1542.759205,3
1250.484227,901.1062926,860.7075785,830.8063959,1152.964039,522.717376,1
1449.105951,803.3889839,1449.795695,967.8910073,1411.869071,878.9864579,1
1244.476743,453.5647888,1145.014611,448.8571385,690.7203383,1357.194879,1
1073.46187,938.0976413,899.1437771,747.5992813,737.4313119,888.9388123,2
905.583711,798.1168508,865.3113547,698.4882128,666.1256708,1374.195109,0
952.2896743,946.3685771,867.861775,848.2412155,854.7933826,1111.123654,2
690.4019895,1200.084622,1122.038516,1189.819263,901.0624589,1669.848437,3
561.6448134,1384.60028,765.0468585,1435.485698,1305.420985,1349.103993,3
897.7033166,945.8580312,710.6473221,843.9683375,888.1090385,1054.576471,2
1236.532296,610.5975224,971.8535882,482.9060215,666.8776276,996.1155373,0
1075.919353,764.0771392,1091.300399,874.4280891,1119.958328,1317.601333,3
1000.494501,1009.255202,874.9071763,1085.254061,1339.43207,961.267858,0
874.2506188,1116.806935,1144.676497,1089.032165,939.0392687,1395.971629,3
1183.538151,903.6810317,1006.999104,899.1070876,1151.743427,828.8525473,1
910.0417866,817.5608072,840.7900852,899.9047372,1104.011111,1332.195295,3
1184.844327,750.5148256,1178.407868,765.0116075,945.5281174,1188.461746,2
803.3454235,1184.658422,770.1516153,962.6229215,732.343247,1041.281085,2
1076.591366,731.3606892,578.7649489,558.337818,767.5390123,764.1374862,0
1233.216729,842.1880341,1512.814693,778.5054012,709.9027579,1343.153977,3
1344.279513,740.4089654,1296.119441,845.9233619,1214.483615,998.4381529,1
1235.362638,956.5442276,1178.350139,929.6168209,1100.751057,845.5991831,1
1142.896189,977.8089603,1264.74514,1167.801993,1462.013149,1132.66794,1
1184.517507,906.9492805,1077.19672,916.0526047,1144.518814,901.4903807,2
1161.816542,738.2386564,851.8115457,632.7326918,840.7978194,881.4369396,0
1342.545601,906.5529869,1151.533026,863.452249,1131.965892,643.0265097,1
1388.898419,511.8546868,865.2328428,325.823622,647.0552532,660.8042331,0
797.0718231,900.5918918,850.8482438,995.7578145,1101.930164,1491.191754,1
966.8162818,629.5033856,482.4666198,334.5046396,355.4654981,995.2639737,0
1170.612582,622.369336,793.6902037,646.7895595,1056.958339,940.7826438,0
947.9449537,1055.704243,736.8211881,814.2958393,718.5967401,840.5155071,2
1284.811456,685.1047713,1330.163426,707.0787673,901.8606736,1216.996561,0
1223.404769,1061.537669,1267.500931,1015.737592,1097.221313,849.2648898,2
1483.615574,584.8997534,1223.906839,478.6931424,769.7759622,778.7509575,2
1300.2083,563.3376135,1117.660186,553.2471423,852.9844659,1084.715656,1
1232.715455,1085.347243,1236.194817,1067.606064,1209.121243,770.7938533,2
1028.092733,747.3335789,933.3709925,656.4797698,709.7390266,1246.466509,0
1205.31464,946.1990698,1069.285637,951.5946914,1198.317525,804.1101036,1
1212.77151,964.8850021,1171.058396,989.1904545,1204.9239,880.8193875,2
1434.549888,643.820751,1441.583713,535.3949261,648.07545,1055.899155,3
1145.746592,856.5117303,1455.541721,776.0992599,639.6121923,1448.539404,3
1227.145482,690.0111227,1103.261946,629.1888248,804.7330901,1077.216528,0
1204.521181,717.8113132,1063.961833,693.0367532,913.1762794,1054.076255,0
1059.264949,772.2372178,661.5548973,872.7015563,1344.086055,870.5148241,0
1134.705774,894.3902796,1205.03761,835.8052788,861.8131787,1155.984328,3
1402.150697,688.4392494,1645.942432,837.2760683,1106.871397,1322.302093,3
1213.660685,1025.337596,1230.245751,997.7402001,1115.160169,871.3638029,2
1086.091494,841.2584577,1332.011177,781.7445686,688.35835,1458.585484,3
999.7994587,930.9574976,992.5057092,853.9769739,856.9630436,1166.371334,2
1222.488493,846.1782681,1134.692016,929.1319159,1249.501924,958.9291024,2
1237.159997,1086.489734,1333.780821,1271.362067,1602.687869,885.4883653,3
1464.52617,651.4322043,1208.293744,667.649379,1095.119249,738.3162102,1
1228.428601,944.7570624,1224.120141,958.8717194,1146.235841,927.5881056,2
1260.714975,1337.796953,1645.821602,1097.213603,747.5695065,857.7280233,2
1060.436129,707.1771833,944.2562656,598.4924743,655.1906099,1233.234734,0
465.0776718,1258.406368,691.062609,1339.707439,1204.236306,1617.700439,3
1040.200336,1030.772205,1439.550815,984.3451922,794.6897148,1462.420672,3
1086.223383,816.429845,1273.250852,742.8633448,668.1656176,1420.370731,3
802.4936384,627.3934783,776.0887045,662.1264983,753.5112708,1699.293552,3
813.9216405,1015.956995,821.939726,1117.883483,1261.191247,1294.461988,3
1343.15665,647.7277095,1020.709996,580.164054,905.2231449,786.7821865,0
1250.615353,840.5479236,1250.849747,919.73823,1193.352209,1032.823679,2
1093.717894,630.5391491,531.4796993,747.0945699,1350.948346,815.0646085,0
988.6869488,1040.842732,951.0086874,850.0104719,726.9811834,1010.606529,2
1154.04078,753.6330065,1357.963796,687.3566919,636.3380987,1440.595792,3
1170.840406,580.7695497,946.1225979,515.4457825,729.4986048,1146.613482,1
782.9487148,1170.093075,755.4409939,1264.508989,1404.406134,1113.196658,3
830.6382673,936.7531633,732.0307922,902.3316965,952.9632697,1236.940376,3
1152.375015,630.2191605,769.237322,656.659097,1066.511231,944.0257125,0
1322.176669,554.9473055,1165.315811,559.9906357,870.4343635,1101.192952,1
746.905041,835.7182475,817.9454035,915.9432539,979.1118391,1633.286358,3
1195.957827,889.745292,967.5187656,1001.80301,1429.717872,785.1665582,2
1161.194068,997.9838193,822.5323906,893.7122507,1111.717322,558.5859717,1
1311.260938,698.704226,974.9154272,654.0940068,1002.523636,748.9765882,0
1237.491033,1013.507964,1379.837611,952.8634589,964.8623297,995.4956847,2
1289.477885,923.2230226,1444.234064,952.2886319,1085.097404,1065.335256,2
1290.364365,432.2418755,880.2237093,411.2600757,832.9662361,991.0716599,0
1248.512334,653.8619978,448.5583458,423.0315822,801.5021727,337.4833155,0
849.8014749,977.033963,507.5633505,930.7382912,1115.980306,903.0768051,1
1348.965922,524.5746671,1275.180544,637.5531336,1038.609238,1208.842604,3
1412.509445,639.0553335,1281.260066,700.5615983,1091.532306,947.0879502,1
1057.30736,912.3173644,1002.049131,864.2549645,950.256936,1078.158378,3
935.4016175,967.2468234,1083.619484,1075.104622,1185.418837,1379.186552,3
1136.530225,874.945505,1033.31703,931.0882425,1198.421819,995.4724045,1
1139.25139,849.3781277,1214.448197,760.7305764,750.7354584,1204.591809,3
1126.060583,817.1346467,1374.153851,744.9025103,649.2246335,1445.932705,3
1408.324919,923.017535,1086.877474,820.0769648,1115.351681,408.2328061,1
1153.190075,573.4109378,592.8267121,751.5387924,1450.107562,825.8317417,0
1173.268941,833.7876573,1221.975516,790.2610275,862.0438748,1162.122674,2
1206.090067,664.9583524,1382.130029,762.2935059,944.5477499,1470.885421,3
1227.542893,778.921796,1179.695983,871.5075497,1183.721688,1074.154279,2
883.2137418,1001.976126,984.0845502,1105.103091,1218.935917,1341.233106,3
1004.450108,953.5826277,1044.899305,862.2930365,820.7970652,1187.35717,2
1210.709065,913.8323233,992.8171956,924.1791342,1227.969923,745.4200184,1
1084.57226,885.8364222,1205.338569,804.8765072,757.6200316,1270.509429,3
807.7529061,1230.531046,1183.748271,1212.830378,986.6191754,1453.305668,3
1028.984936,654.168733,639.0207609,444.9867011,533.5353888,1015.152675,0
599.3832181,1217.940217,596.0922476,1298.877567,1344.810388,1273.249732,3
1139.415711,911.9749069,1158.243563,926.5994528,1071.91424,1081.312464,0
1209.571514,876.759824,1527.011579,811.9891669,710.6842692,1370.0532,3
1300.059655,865.2297165,1343.203439,1033.998413,1405.776047,1009.504446,1
1421.642573,608.8191271,1170.104032,622.0535781,1030.044222,835.1533886,1
1080.744831,1047.382372,1589.024906,1011.896646,784.3044887,1522.848538,3
760.2912023,1132.912242,1133.757332,1112.705055,872.0432617,1608.801671,3
1217.448347,1098.482822,1362.950811,985.4372286,923.1977138,919.2877953,2
944.1020319,757.0303686,755.203293,599.3225077,599.1815282,1212.265627,0
881.2068561,1103.391668,1196.177521,1075.262567,901.3493957,1452.854155,3
1442.456965,694.2682692,1317.458727,765.7978109,1173.479347,862.024299,0
1263.747524,965.8345596,1362.022276,983.5337306,1125.964583,980.7209678,2
1061.997729,1007.264797,856.334248,904.7892271,1012.730107,796.3513721,1
985.9115388,976.3394393,720.5781999,766.1240562,755.181065,833.9898887,1
1096.041797,777.2996101,1060.52618,823.4746041,1028.340578,1220.374014,1
1047.372696,855.287635,956.0056773,783.7306582,861.2699244,1110.690301,3
932.6718512,1037.229778,1384.857677,1007.203516,769.568867,1625.097939,3
705.2123019,877.102449,696.848978,823.3571611,757.1069137,1530.257641,3
872.464531,767.0560997,437.4748657,515.6277227,523.5757129,995.6038302,0
1159.325098,773.6673817,958.6981029,836.1359273,1179.417912,979.4415105,0
1309.948771,758.7552803,1590.940256,685.2827323,632.6574851,1358.861899,3
1209.073181,565.8833541,763.8354187,639.1722888,1163.080182,894.097835,0
1238.099864,1024.915615,843.4954764,847.6356005,1036.086483,381.3105807,1
1458.495196,872.3738752,1419.602835,1043.671351,1520.135101,748.8654604,1
757.6300344,900.8022911,582.7357552,933.1520185,1085.428814,1274.43506,1
1117.206284,739.8433577,788.0860784,825.8262368,1259.965868,921.5673267,0
1338.696684,540.8921405,1159.727655,522.457104,823.7721286,1073.632437,0
1339.064235,956.2893359,1439.568949,1067.067782,1345.67595,924.9253828,2
1055.208868,1022.669186,816.8018438,737.1130884,641.7624549,733.6022817,2
803.8954624,1039.456588,919.486671,1010.496464,929.0838359,1384.861756,1
1057.966988,610.7563144,983.4191771,432.8688919,384.1476599,1383.768321,0
1630.301765,576.5678242,1298.533254,591.3912786,1120.081742,569.1594354,1
1271.360156,615.9011219,1020.534342,603.2093009,928.6810628,979.9276902,2
806.0061417,1100.950896,791.0078337,965.44087,831.8711904,1160.436638,2
1241.682286,1000.76613,1344.37599,958.5408833,1017.858343,963.5804012,2
1278.111404,679.9554487,818.5313051,586.9854051,939.4248627,664.2845433,0
1472.106957,853.8671659,1394.833915,1010.503619,1497.180682,712.1975422,1
1013.8187,986.5365161,639.4322253,883.6409896,1074.965068,683.6020703,1
1217.94714,577.6207527,863.334864,597.9238842,1007.394009,966.669323,0
1489.11252,589.313334,1339.043399,664.7577112,1111.004401,904.9456795,1
1085.582375,622.2871945,590.3745478,366.5432631,481.3715089,873.0354467,0
1207.518548,801.6517005,1061.386783,810.8923318,1073.514443,953.6371719,0
1094.472559,776.3715306,790.4741231,841.5259304,1227.008595,929.5787278,0
786.8510503,1028.919671,958.9488239,1117.605782,1138.703891,1486.865906,3
1149.500012,752.0465075,938.9283869,752.6536948,1024.892322,997.3679674,0
1241.697937,883.2630836,1469.005355,825.644955,796.722608,1231.3151,3
1224.357556,755.0111843,1148.583801,759.1007462,981.2107158,1065.685286,0
1195.382596,1074.607213,1260.406331,986.8871096,995.8208185,882.5857442,2
940.0867771,847.704876,931.9393668,809.2052972,841.3733437,1323.801892,0
953.1467954,975.0474929,1130.779098,1070.91851,1155.238993,1383.459712,3
952.7259792,1020.197867,1160.984406,978.4410528,877.8813982,1354.457664,3
957.5704273,677.6932589,678.2488595,444.116039,413.2664546,1181.457946,0
873.0273217,610.1361276,660.9568998,343.0209381,205.8375814,1415.14676,0
1172.717725,750.5810177,939.3702271,664.0629226,853.009876,942.3387152,2
994.1191918,942.6961996,1330.978282,908.8810898,758.4518417,1541.204338,3
898.1081971,709.6256386,889.2113303,788.5593149,952.3696853,1531.869195,3
1295.642247,966.3396696,1296.571722,1079.593928,1404.915439,848.9556453,2
1073.723,962.5782341,1131.008646,1043.444594,1221.829374,1140.056509,3
1395.59395,581.5371825,1097.188839,552.6431538,929.758036,837.2791703,1
1148.468862,660.5218098,886.3732507,783.2255064,1234.999342,1055.646243,2
1029.091846,1032.92321,961.1527559,808.1945642,676.2063183,941.7307346,2
1051.041107,934.1254336,1168.918551,866.8791733,824.9393997,1248.680898,2
1565.827206,659.1908268,1273.277861,732.7662064,1284.481361,590.8111681,0
1572.34388,526.0751313,1320.647633,548.0106522,1020.050157,774.1022812,1
1419.736551,668.6259853,969.5737276,626.2013021,1081.956702,546.5155847,0
1664.64597,397.9076496,1212.821532,339.1713322,867.5979919,596.2456644,1
1211.670896,772.0805155,1173.922432,912.0052269,1269.960278,1113.483468,1
1440.256649,950.2833095,1328.214692,822.8749859,975.1999267,572.8035008,1
1214.777165,727.4228272,1165.452124,795.1751933,1075.765619,1141.323323,1
589.0484644,1028.475058,550.1334107,1127.945961,1219.654196,1459.420753,3
1215.044051,741.9725851,1076.115889,775.364261,1067.168196,1023.106477,0
1108.72433,997.5214933,962.2609502,950.5094176,1106.219351,829.3879078,1
1300.061096,763.5260414,1253.108197,866.3054746,1215.206446,1018.917669,1
1099.736897,931.9949459,1151.84281,1048.251141,1281.935398,1145.219527,1
566.6668503,1333.436821,1046.149153,1340.920316,999.251704,1701.098862,3
1126.385409,1051.652995,953.8663322,722.337325,558.7056526,696.4523691,2
1194.241047,823.2898247,1151.809424,843.5265422,1053.028539,1057.91956,0
1418.321681,632.9530509,1255.660013,687.977347,1091.845657,912.8706055,1
1162.025117,874.3694741,1086.802634,864.6283153,1044.977034,994.8169032,2
1014.391763,670.1510623,999.89024,674.3509647,792.2512574,1444.030223,1
1153.84016,906.8690042,1491.670097,839.3977496,703.053364,1415.579797,3
450.9126215,1046.061489,496.4587392,1114.019758,1070.882354,1671.47919,3
1024.689452,851.8405744,667.7163969,984.4021827,1456.104226,864.1494584,0
1166.606725,785.9065543,1330.970938,712.8954774,680.3394661,1347.311191,3
1105.036849,751.2470775,856.6828647,658.729059,826.4470769,994.0352053,0
1095.832938,968.2549419,1050.495635,1058.781012,1316.568387,999.0243271,0
1000.215648,902.6369744,1055.977829,922.8920314,1006.479369,1275.820964,1
1096.198099,862.434698,1245.115376,807.8983989,780.4342475,1318.205046,3
1162.45813,632.7717591,705.398614,773.4356298,1367.350543,859.771554,0
1178.737359,690.3942201,978.9348892,662.3362139,905.6326512,1045.955885,0
1351.105321,908.5703226,1407.397106,1105.997714,1520.294417,925.3840649,1
1482.285604,577.9913029,1253.800243,604.4266357,1036.126353,834.0913282,1
983.4138718,1001.737182,1187.11455,965.3525204,884.878109,1339.184832,3
1024.46212,938.2098678,1385.50933,885.6911663,708.9287137,1540.015189,3
1222.352334,418.4230297,889.0627354,282.2470699,497.7945735,1150.597382,1
1178.16615,902.6677099,1202.938208,850.3138507,925.0834645,1052.5334,2
1586.645818,554.5336938,1403.282982,627.719305,1124.92357,807.1283836,1
964.6555584,799.2398008,565.0676366,655.4230721,801.8105436,913.3272644,0
1212.844845,635.281148,847.4349327,772.8251136,1325.880949,905.6967912,0
1235.804866,594.6354327,1099.34059,799.5267349,1307.472504,1185.553205,2
1166.290884,661.4029074,730.6285428,468.4983549,649.6741771,817.2825366,0
867.7378479,965.4269359,1012.220194,1087.55866,1194.424136,1447.867566,3
882.256188,845.1375685,946.1257417,921.9003799,1030.545567,1475.551583,3
1057.205276,812.6569295,721.1184515,698.2481523,873.3229348,875.6717044,2
1308.5212,837.595334,1283.6507,1010.581267,1431.264555,957.5022638,2
1288.849945,569.3553168,1059.331538,572.8579082,912.5892874,1039.19067,0
1322.103295,901.215545,1404.012302,1105.474488,1503.306854,992.2014752,1
952.1227116,1026.505492,867.7656779,854.7220157,770.1993308,1014.656863,2
917.172105,1048.182199,1185.704094,1023.404681,894.7951666,1427.267923,3
935.5091956,1092.797887,881.2182438,1086.560298,1175.363515,1005.043869,0
920.1113572,1058.407444,1329.517992,1033.07289,821.3867467,1567.568888,3
1108.028932,934.8089824,1275.817421,889.3196749,863.2906605,1246.226905,3
1177.135703,587.4232517,840.4944526,409.3844909,556.021168,999.5316004,0
1226.00255,823.0163345,1146.979873,914.0843251,1240.943542,991.7405959,2
1232.686656,803.9825435,1176.726635,889.6117793,1199.200529,1031.149528,2
1239.604817,857.462074,1710.312873,785.978717,596.9819494,1528.813034,3
954.7458932,905.0247522,984.2941419,1020.978105,1219.497719,1299.568791,3
1230.584031,695.0359317,1087.221073,718.5626356,1007.871938,1054.177285,1
1079.394671,790.6179329,741.3840793,878.1807107,1305.083406,893.6533757,0
1233.89621,1005.115951,1422.641135,925.0041064,885.3191829,1057.886428,2
1380.138624,966.0003631,1397.92615,1169.270679,1621.273047,789.190468,1
763.4687715,962.910223,606.8065361,1080.901659,1325.257994,1226.311724,1
951.9196438,1091.758617,805.5339379,1214.243693,1517.485212,899.6541999,0
904.2640652,1070.651129,918.1590878,1033.790239,1035.765771,1134.240272,1
1167.601015,864.6137513,1177.641709,843.7328294,962.6170498,1092.797761,0
1346.04818,309.3773165,804.8326752,344.862424,934.3602439,933.0396524,0
1137.224505,896.0712644,1293.933323,831.3113796,799.7644348,1245.911587,3
1450.670364,789.9813246,1291.752715,888.8346513,1349.066307,711.1171119,1
965.4888413,915.2617119,904.5823183,983.6471609,1181.698999,1173.328102,1
1084.450257,1101.857166,1325.251773,1035.078392,927.1751089,1160.935663,0
1186.419061,762.1162037,1062.999914,771.387315,1014.780318,1044.72863,0
707.1543839,1156.272178,861.0765547,1254.81226,1267.513705,1406.368034,3
1181.921488,524.9465554,708.8381891,262.9380299,392.8123613,907.3611812,0
1368.973212,1141.103135,1627.619601,1148.210959,1213.327813,850.9510385,2
1005.265672,955.1548178,1257.519961,916.0637792,812.5617473,1422.270361,3
1173.453035,613.4535524,733.9323433,691.1899264,1203.531126,883.8528688,0
1042.760032,622.8279861,1052.168011,725.5761775,958.7798379,1503.237073,3
1078.617242,883.9212886,897.4680101,744.9735981,804.1873703,941.6786826,2
1149.555898,766.0316818,959.6652618,796.3597839,1091.663344,1006.980912,0
1060.717139,944.402292,907.1201237,911.7103031,1074.293862,931.8471947,1
620.2439524,1182.979668,583.503448,1271.670801,1354.791019,1255.072136,3
1243.812162,776.0340618,1357.173542,689.4881356,697.1408398,1221.874526,3
1282.272932,927.9218784,1286.628153,1016.939673,1307.843928,907.4782521,2
543.5532566,1160.239694,699.3863609,1234.585392,1161.742225,1569.78984,3
1317.891522,628.4286252,1187.343883,674.1883948,1014.226447,1055.532261,1
878.8995539,838.919834,758.1321195,706.7710099,672.5282677,1264.300113,1
1293.844786,902.9107219,1460.908635,940.3333853,1078.03647,1097.97328,2
1333.603004,130.2304884,403.904128,315.2735813,1314.912451,733.6030427,0
1184.352791,866.519154,1133.942621,729.9178929,751.1044968,996.6370767,2
1154.78501,631.1917452,721.1459847,701.9252862,1195.52417,888.9081501,0
1084.018865,850.2101627,923.7596205,910.4818184,1199.466569,1014.853533,1
1096.334009,1005.839318,1419.766345,961.6072303,839.1019013,1349.571097,3
1109.174023,839.2615944,1118.379192,793.8246063,864.7923357,1178.169602,2
824.1884502,1036.33011,863.8888543,975.263055,907.0058466,1281.240543,2
824.6323758,782.7482871,705.1629068,590.2705069,466.2827488,1379.200667,0
707.6995699,960.235625,821.4606906,1028.883453,1035.774148,1579.434425,1
1223.039036,946.5409853,1374.881568,878.4035873,873.0482418,1095.407813,2
957.9132442,1049.387066,1517.216032,1012.387932,711.3502336,1702.645856,3
1128.25331,894.0694994,1057.166297,958.9609141,1214.452582,1018.564163,0
1036.521297,1148.007172,1276.847069,1087.705984,970.21432,1158.297721,0
1421.355583,930.0255578,1334.536938,1083.71812,1552.939315,667.89632,1
1236.291242,811.0858728,1392.87887,936.329104,1169.130389,1256.668538,0
1402.367397,926.5553562,1345.236192,971.8147553,1287.033957,714.2148841,1
914.2414447,1027.514441,753.3200681,846.1298795,782.4075939,967.3813188,2
1374.172067,499.0363934,1308.327606,388.7507232,526.3765314,1200.41626,3
1013.075872,973.9780911,1216.959815,939.0788831,871.1754461,1340.285487,3
805.971539,988.3064386,710.3386903,1060.528584,1227.487604,1217.111077,3
1473.039636,970.3881167,1218.131134,888.1570867,1189.408782,363.5300714,1
1510.463856,523.2020164,1127.853301,462.0525535,890.7327045,689.4983623,1
1073.69138,1010.454896,1121.077319,1013.314673,1102.348948,1068.378584,0
1296.369292,1081.714175,1577.601921,1008.324723,940.8371576,1009.890074,2
987.5394547,871.7545128,841.5032266,813.7826616,919.1472405,1094.713773,2
1190.933718,940.4307675,1151.365558,943.0839007,1124.956106,931.1562719,1
1216.779897,664.3469391,937.2718738,888.3080373,1494.872646,971.1460722,2
839.3716519,857.085404,703.6796068,729.6644966,695.9769068,1268.467077,0
1253.247762,812.3968931,1238.785335,910.0028744,1216.176068,1047.27166,2
1269.626084,997.9651657,1292.523025,946.17837,1050.59746,849.4645418,1
965.867692,1027.048828,866.8863114,847.1652005,766.1650699,983.1330105,2
1137.847721,683.7494278,962.2384852,579.4005477,703.2327541,1115.167327,0
965.1840924,1039.682837,1319.73384,1016.992592,856.6443396,1482.286156,3
1031.138999,747.0948797,876.7480517,927.0649853,1341.720231,1202.271004,1
1144.94644,927.3362401,1165.062152,1040.711369,1305.214888,1068.621473,1
1246.685611,800.9605122,1353.214914,707.4279369,710.9012778,1182.757037,3
1308.149593,249.403892,474.3004824,461.4889658,1424.700879,733.5084832,0
1168.381614,973.1539932,932.6960877,929.8227773,1163.484473,697.7929239,1
1249.36919,768.0522956,1431.46064,686.2810939,661.2647219,1301.130126,3
1223.84209,1013.650122,1749.944079,972.7259874,777.4820546,1432.986146,3
1056.0408,765.9650456,603.0028995,612.3702517,810.4498853,797.2972863,0
935.3826222,1026.808512,1334.616574,1001.748834,802.5496781,1576.26793,3
893.2367263,1016.485415,700.364343,852.6534844,822.1052491,967.7948527,2
1190.467176,1045.296868,1050.483974,879.978435,915.9069492,688.272641,1
1110.00249,753.710178,945.608136,665.443898,790.3530748,1078.84749,0
1501.335542,716.4342485,1212.237038,796.4863856,1330.352395,597.0175725,0
1340.576052,693.6815418,1250.503793,776.8713238,1143.57356,1006.712712,1
1192.995479,734.4549242,1067.279144,698.7453885,892.5831034,1062.529486,0
812.9105327,1144.802001,768.6785778,952.7620364,769.4995289,1066.834775,2
